"number","provider","credential","status","image_file","source_url"
"123","UNSW","AI Fundamentals","PENDING_PUBLIC_CERTIFICATE_SAMPLE","02-pending-public-certificate-samples/123-unsw-ai-fundamentals.webp","https://www.credly.com/org/unsw/badge/ai-fundamentals"
"124","Ikigai Labs","AI Foundations","PENDING_PUBLIC_CERTIFICATE_SAMPLE","02-pending-public-certificate-samples/124-ikigai-labs-ai-foundations.webp","https://www.credly.com/org/ikigai-labs/badge/ai-foundations/"
"125","SkillStorm","Introduction to AI","PENDING_PUBLIC_CERTIFICATE_SAMPLE","02-pending-public-certificate-samples/125-skillstorm-introduction-to-ai.webp","https://www.credly.com/org/skillstorm/badge/introduction-to-ai"
"126","CertNexus","AI Practitioner certificate record","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/126-certnexus-ai-practitioner-certificate-record.webp","https://certifications.certnexus.com/5febfac7-abd0-433f-8098-db5a7936d463"
"127","360DigiTMG","Artificial Intelligence certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/127-360digitmg-artificial-intelligence-certificate.webp","https://360digitmg.com/india/whitefield/artificial-intelligence-ai-and-deep-learning-certification-course-training-institute"
"128","Complete AI Training","Understanding Generative AI certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/128-complete-ai-training-understanding-generative-ai-certificate.webp","https://completeaitraining.com/certification/certification-understanding-generative-ai/"
"129","Coursesity","Artificial Intelligence certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/129-coursesity-artificial-intelligence-certificate.webp","https://coursesity.com/tutor-ai"
"130","Advance Agility","Responsible AI certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/130-advance-agility-responsible-ai-certificate.webp","https://advanceagility.com/safe-aiwithsafe"
"131","CertiProf","Generative AI Professional certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/131-certiprof-generative-ai-professional-certificate.webp","https://certiprof.com/products/generative-ai-professional-certification-gaipc"
"132","EduHubSpot","Generative AI Professional certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/132-eduhubspot-generative-ai-professional-certificate.webp","https://www.eduhubspot.com/genai-signup"
"133","Yaswanth Palaghat Courses","Prompt Engineering certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/133-yaswanth-palaghat-courses-prompt-engineering-certificate.webp","https://www.yaswanthpalaghatcourses.com/courses/6530eb25e4b06a7ebbbe0f8b"
"134","Analytics Vidhya","Applied ML with Generative AI certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/134-analytics-vidhya-applied-ml-with-generative-ai-certificate.webp","https://www.analyticsvidhya.com/datahacksummit-2024/workshops/pioneering-applied-machine-learning-with"
"135","365 Data Science","Data Scientist certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/135-365-data-science-data-scientist-certificate.webp","https://365datascience.com/news/365-data-science-all-courses-on-platform-free/"
"136","upGrad","GenAI Powered Data Science certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/136-upgrad-genai-powered-data-science-certificate.webp","https://www.upgrad.com/offline-centres/advanced-certificate-in-data-science/"
"137","Edureka / NIT Warangal","AI & ML diploma","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/137-edureka-nit-warangal-ai-ml-diploma.webp","https://www.edureka.co/executive-programs/machine-learning-and-ai-canada"
"138","Intellipaat / IITM Pravartak","GenAI, ML & Agentic AI certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/138-intellipaat-iitm-pravartak-genai-ml-agentic-ai-certificate.webp","https://intellipaat.com/gen-ai-agentic-ai-course/"
"139","EDUCBA","Artificial Intelligence certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/139-educba-artificial-intelligence-certificate.webp","https://www.educba.com/data-science/courses/artificial-intelligence-course/"
"140","IIT Patna / EdNxt","Generative AI for Professionals certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/140-iit-patna-ednxt-generative-ai-for-professionals-certificate.webp","https://ednxt.ai/iit-patna-genai"
"141","UT Dallas","AI & Machine Learning Bootcamp certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/141-ut-dallas-ai-machine-learning-bootcamp-certificate.webp","https://www.simplilearn.com/ai-and-ml-engineer-bootcamp"
"142","TripleTen","AI & Machine Learning Bootcamp certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/142-tripleten-ai-machine-learning-bootcamp-certificate.webp","https://tripleten.com/ai-machine-learning/"
"143","SkillNext","Artificial Intelligence Bootcamp certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/143-skillnext-artificial-intelligence-bootcamp-certificate.webp","https://skillnext.com/bootcamp/artificial-intelligence/"
"144","Noble Desktop","AI Foundations Bootcamp certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/144-noble-desktop-ai-foundations-bootcamp-certificate.webp","https://www.classcentral.com/course/noble-desktop-ai-foundations-bootcamp-534418"
"145","Vertical Institute","Generative AI Bootcamp certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/145-vertical-institute-generative-ai-bootcamp-certificate.webp","https://verticalinstitute.com/generative-ai-course/"
"146","NextLeap","Applied Generative AI certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/146-nextleap-applied-generative-ai-certificate.webp","https://nextleap.app/course/generative-ai-course"
"147","Caltech CTME","AI & Machine Learning certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/147-caltech-ctme-ai-machine-learning-certificate.webp","https://www.simplilearn.com/pgp-ai-machine-learning-certification-training-course"
"148","Johns Hopkins University","Agentic AI certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/148-johns-hopkins-university-agentic-ai-certificate.webp","https://online.lifelonglearning.jhu.edu/jhu-certificate-program-agentic-ai"
"149","Team Academy","Certified Professional in AI","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/149-team-academy-certified-professional-in-ai.webp","https://teamacademy.qa/products/microsoft-certified-ai-business-practitioner"
"150","Learn Artificial Intelligence","Adaptive Learning certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/150-learn-artificial-intelligence-adaptive-learning-certificate.webp","https://www.learnartificialintelligence.ai/ai-courses/artificial-intelligence-in-education/adaptive-learning-in-artificial-intelligence"
"151","Blockchain Council","Certified AI Expert certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/151-blockchain-council-certified-ai-expert-certificate.webp","https://www.blockchain-council.org/instructor-led-training/certified-artificial-intelligence-ai-expert-ilt/"
"152","USAII","Certified Artificial Intelligence Scientist certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/152-usaii-certified-artificial-intelligence-scientist-certificate.webp","https://www.usaii.org/"
"153","OCEG / GRC Certify","Integrated AI Professional certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/153-oceg-grc-certify-integrated-ai-professional-certificate.webp","https://www.oceg.org/certifications/iaip-integrated-artificial-intelligence-professional/"
"154","John Snow Labs","Applied Generative AI Data Scientist certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/154-john-snow-labs-applied-generative-ai-data-scientist-certificate.webp","https://www.johnsnowlabs.com/generative-ai-lab/"
"155","myAIcademy","Applied AI Practitioner certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/155-myaicademy-applied-ai-practitioner-certificate.webp","https://www.myaicademy.com/"
"156","IPOE Education Foundation","Artificial Intelligence Expertise certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/156-ipoe-education-foundation-artificial-intelligence-expertise-certificate.webp","https://jyic.cn/AIE"
"157","DataTalks.Club","Machine Learning Zoomcamp certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/157-datatalks-club-machine-learning-zoomcamp-certificate.webp","https://datatalks.club/blog/machine-learning-zoomcamp.html"
"158","Corporate Finance Institute / ML Edge","Machine Learning certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/158-corporate-finance-institute-ml-edge-machine-learning-certificate.webp","https://www.credential.net/issuer/1298"
"159","CFTE / ACT","Generative AI in Corporate Treasury certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/159-cfte-act-generative-ai-in-corporate-treasury-certificate.webp","https://courses.cfte.education/generative-ai-in-corporate-treasury/"
"160","Lawttorney","Certified Legal AI Practitioner certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/160-lawttorney-certified-legal-ai-practitioner-certificate.webp","https://www.lawttorney.com/certcourse299"
"161","Harvard Medical School","AI in Health Care certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/161-harvard-medical-school-ai-in-health-care-certificate.webp","https://execonline.hms.harvard.edu/artificial-intelligence-in-health-care-from-strategies-to-implementation"
"162","PVAI Academy on Maven","AI Skills for Marketers certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/162-pvai-academy-on-maven-ai-skills-for-marketers-certificate.webp","https://maven.com/pvaiacademy/mastering-ai-skills-for-marketers"
"163","Juristbot AI","AI Legal Drafting certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/163-juristbot-ai-ai-legal-drafting-certificate.webp","https://juristbot.ai/"
"164","Section","AI Builder certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/164-section-ai-builder-certificate.webp","https://www.sectionai.com/ai/become-an-ai-builder-in-a-day"
"165","Merit Global Training","GenAI for Software Developers certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/165-merit-global-training-genai-for-software-developers-certificate.webp","https://meritglobaltraining.com/course/generative-ai-certification-software-developers-microsoft"
"166","Digital Innovation One","AI Emotion Detection certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/166-digital-innovation-one-ai-emotion-detection-certificate.webp","https://www.dio.me/en/acceleration/aceleracao-internacional-implementing-artificial-intelligence-emotion-detection"
"167","Daidu.ai","Generative AI for L&D certificate","VERIFIED_ACTUAL_CERTIFICATE","01-verified-actual-certificates/167-daidu-ai-generative-ai-for-l-d-certificate.webp","https://www.daidu.ai/pages/free-courses/free-artificial-intelligence-ai-courses-great-learning"
